Temp Delta,Weekday,Avg Date,Date,Name,Number of Records,Prcp,Trails,Traffic,Station,Tmax,Tmin,Time
19,2,1016.714286,6/18/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,717,USC00410433,92,73,6/18/18 0:00
18,1,1016.714286,6/17/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,1466,USC00410433,92,74,6/17/18 0:00
27,7,1016.714286,6/24/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,,USC00410433,102,75,6/24/17 0:00
25,6,1016.714286,6/23/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,,USC00410433,98,73,6/23/17 0:00
24,5,1016.714286,6/22/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,,USC00410433,94,70,6/22/17 0:00
24,4,1016.714286,6/21/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,,USC00410433,94,70,6/21/17 0:00
16,3,1016.714286,6/20/17,"AUSTIN GREAT HILLS, TX US",1,0.01,Butler Trail : Longhorn Dam - Urban Trail,,USC00410433,88,72,6/20/17 0:00
24,2,1016.714286,6/19/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,,USC00410433,97,73,6/19/17 0:00
22,1,1016.714286,6/18/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,,USC00410433,96,74,6/18/17 0:00
22,7,1016.714286,6/18/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,,USC00410433,96,74,6/18/16 0:00
22,6,1016.714286,6/17/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,,USC00410433,95,73,6/17/16 0:00
22,5,1016.714286,6/16/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,,USC00410433,95,73,6/16/16 0:00
17,4,1016.714286,6/15/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,,USC00410433,93,76,6/15/16 0:00
17,3,1016.714286,6/14/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,,USC00410433,92,75,6/14/16 0:00
17,2,1016.714286,6/13/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,,USC00410433,92,75,6/13/16 0:00
18,1,1016.714286,6/12/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,,USC00410433,92,74,6/12/16 0:00
21,7,2826.214286,6/15/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,3371,USC00410433,89,68,6/15/19 0:00
22,6,2826.214286,6/14/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,2529,USC00410433,89,67,6/14/19 0:00
23,5,2826.214286,6/13/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,3031,USC00410433,88,65,6/13/19 0:00
16,4,2826.214286,6/12/19,"AUSTIN GREAT HILLS, TX US",1,0.04,Butler Trail: South Lamar - Urban Trail,3399,USC00410433,79,63,6/12/19 0:00
16,3,2826.214286,6/11/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,2571,USC00410433,84,68,6/11/19 0:00
27,2,2826.214286,6/10/19,"AUSTIN GREAT HILLS, TX US",1,0.98,Butler Trail: South Lamar - Urban Trail,3190,USC00410433,96,69,6/10/19 0:00
28,1,2826.214286,6/9/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,3435,USC00410433,96,68,6/9/19 0:00
21,7,2826.214286,6/16/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,4130,USC00410433,95,74,6/16/18 0:00
23,6,2826.214286,6/15/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,2223,USC00410433,97,74,6/15/18 0:00
24,5,2826.214286,6/14/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,2214,USC00410433,97,73,6/14/18 0:00
21,4,2826.214286,6/13/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,2232,USC00410433,97,76,6/13/18 0:00
19,3,2826.214286,6/12/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,2001,USC00410433,95,76,6/12/18 0:00
20,2,2826.214286,6/11/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,1931,USC00410433,96,76,6/11/18 0:00
18,1,2826.214286,6/10/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,3310,USC00410433,93,75,6/10/18 0:00
22,7,2826.214286,6/17/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,96,74,6/17/17 0:00
22,6,2826.214286,6/16/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,96,74,6/16/17 0:00
19,5,2826.214286,6/15/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,93,74,6/15/17 0:00
19,4,2826.214286,6/14/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,94,75,6/14/17 0:00
20,3,2826.214286,6/13/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,93,73,6/13/17 0:00
20,2,2826.214286,6/12/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,91,71,6/12/17 0:00
21,1,2826.214286,6/11/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,89,68,6/11/17 0:00
23,7,2826.214286,6/11/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,90,67,6/11/16 0:00
24,6,2826.214286,6/10/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,90,66,6/10/16 0:00
23,5,2826.214286,6/9/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,90,67,6/9/16 0:00
23,4,2826.214286,6/8/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,89,66,6/8/16 0:00
21,3,2826.214286,6/7/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,87,66,6/7/16 0:00
20,2,2826.214286,6/6/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,85,65,6/6/16 0:00
17,1,2826.214286,6/5/16,"AUSTIN GREAT HILLS, TX US",1,0.17,Butler Trail: South Lamar - Urban Trail,,USC00410433,82,65,6/5/16 0:00
30,7,4492.107143,4/20/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4968,USC00410433,75,45,4/20/19 0:00
19,6,4492.107143,4/19/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4123,USC00410433,73,54,4/19/19 0:00
23,5,4492.107143,4/18/19,"AUSTIN GREAT HILLS, TX US",1,0.64,Butler Trail : Crenshaw Bridge - Urban Trail,2741,USC00410433,81,58,4/18/19 0:00
17,4,4492.107143,4/17/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,1363,USC00410433,80,63,4/17/19 0:00
28,3,4492.107143,4/16/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,2362,USC00410433,81,53,4/16/19 0:00
29,2,4492.107143,4/15/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,3037,USC00410433,74,45,4/15/19 0:00
19,1,4492.107143,4/14/19,"AUSTIN GREAT HILLS, TX US",1,0.4,Butler Trail : Crenshaw Bridge - Urban Trail,5698,USC00410433,63,44,4/14/19 0:00
15,7,4492.107143,4/21/18,"AUSTIN GREAT HILLS, TX US",1,0.03,Butler Trail : Crenshaw Bridge - Urban Trail,3955,USC00410433,71,56,4/21/18 0:00
21,6,4492.107143,4/20/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4268,USC00410433,76,55,4/20/18 0:00
25,5,4492.107143,4/19/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4967,USC00410433,81,56,4/19/18 0:00
27,4,4492.107143,4/18/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4444,USC00410433,85,58,4/18/18 0:00
34,3,4492.107143,4/17/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4516,USC00410433,82,48,4/17/18 0:00
35,2,4492.107143,4/16/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4941,USC00410433,76,41,4/16/18 0:00
30,1,4492.107143,4/15/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,7657,USC00410433,70,40,4/15/18 0:00
25,7,4492.107143,4/22/17,"AUSTIN GREAT HILLS, TX US",1,0.01,Butler Trail : Crenshaw Bridge - Urban Trail,5451,USC00410433,85,60,4/22/17 0:00
17,6,4492.107143,4/21/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,3824,USC00410433,84,67,4/21/17 0:00
17,5,4492.107143,4/20/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4255,USC00410433,83,66,4/20/17 0:00
17,4,4492.107143,4/19/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4612,USC00410433,78,61,4/19/17 0:00
19,3,4492.107143,4/18/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4954,USC00410433,79,60,4/18/17 0:00
14,2,4492.107143,4/17/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,3503,USC00410433,81,67,4/17/17 0:00
17,1,4492.107143,4/16/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,6048,USC00410433,82,65,4/16/17 0:00
21,7,4492.107143,4/16/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,5345,USC00410433,78,57,4/16/16 0:00
23,6,4492.107143,4/15/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,5149,USC00410433,74,51,4/15/16 0:00
17,5,4492.107143,4/14/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,5483,USC00410433,68,51,4/14/16 0:00
9,4,4492.107143,4/13/16,"AUSTIN GREAT HILLS, TX US",1,0.99,Butler Trail : Crenshaw Bridge - Urban Trail,3960,USC00410433,67,58,4/13/16 0:00
26,3,4492.107143,4/12/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,3874,USC00410433,87,61,4/12/16 0:00
12,2,4492.107143,4/11/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4527,USC00410433,76,64,4/11/16 0:00
18,1,4492.107143,4/10/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,5754,USC00410433,76,58,4/10/16 0:00
16,7,334.6666667,5/18/19,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,193,USC00410433,87,71,5/18/19 0:00
19,6,334.6666667,5/17/19,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,381,USC00410433,85,66,5/17/19 0:00
24,5,334.6666667,5/16/19,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,433,USC00410433,86,62,5/16/19 0:00
20,4,334.6666667,5/15/19,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,415,USC00410433,80,60,5/15/19 0:00
28,3,334.6666667,5/14/19,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,380,USC00410433,82,54,5/14/19 0:00
24,2,334.6666667,5/13/19,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,591,USC00410433,77,53,5/13/19 0:00
7,1,334.6666667,5/12/19,"AUSTIN GREAT HILLS, TX US",1,0.07,Shoal Creek Trail & 24th St- Urban Trail,914,USC00410433,62,55,5/12/19 0:00
23,7,334.6666667,5/19/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,377,USC00410433,93,70,5/19/18 0:00
29,6,334.6666667,5/18/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,401,USC00410433,96,67,5/18/18 0:00
33,5,334.6666667,5/17/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,371,USC00410433,96,63,5/17/18 0:00
27,4,334.6666667,5/16/18,"AUSTIN GREAT HILLS, TX US",1,0.04,Shoal Creek Trail & 24th St- Urban Trail,364,USC00410433,90,63,5/16/18 0:00
20,3,334.6666667,5/15/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,380,USC00410433,90,70,5/15/18 0:00
17,2,334.6666667,5/14/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,364,USC00410433,89,72,5/14/18 0:00
20,1,334.6666667,5/13/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,373,USC00410433,91,71,5/13/18 0:00
26,7,334.6666667,5/20/17,"AUSTIN GREAT HILLS, TX US",1,1.56,Shoal Creek Trail & 24th St- Urban Trail,78,USC00410433,90,64,5/20/17 0:00
17,6,334.6666667,5/19/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,187,USC00410433,89,72,5/19/17 0:00
20,5,334.6666667,5/18/17,"AUSTIN GREAT HILLS, TX US",1,0.09,Shoal Creek Trail & 24th St- Urban Trail,176,USC00410433,88,68,5/18/17 0:00
16,4,334.6666667,5/17/17,"AUSTIN GREAT HILLS, TX US",1,0.01,Shoal Creek Trail & 24th St- Urban Trail,127,USC00410433,84,68,5/17/17 0:00
23,3,334.6666667,5/16/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,177,USC00410433,89,66,5/16/17 0:00
31,2,334.6666667,5/15/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,172,USC00410433,90,59,5/15/17 0:00
29,1,334.6666667,5/14/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,174,USC00410433,87,58,5/14/17 0:00
19,7,334.6666667,5/14/16,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,87,68,5/14/16 0:00
14,6,334.6666667,5/13/16,"AUSTIN GREAT HILLS, TX US",1,0.12,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,81,67,5/13/16 0:00
22,5,334.6666667,5/12/16,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,85,63,5/12/16 0:00
28,4,334.6666667,5/11/16,"AUSTIN GREAT HILLS, TX US",1,0.59,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,90,62,5/11/16 0:00
20,3,334.6666667,5/10/16,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,86,66,5/10/16 0:00
6,2,334.6666667,5/9/16,"AUSTIN GREAT HILLS, TX US",1,0.08,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,70,64,5/9/16 0:00
25,1,334.6666667,5/8/16,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,84,59,5/8/16 0:00
8,7,144.7142857,1/12/19,"AUSTIN GREAT HILLS, TX US",1,0.36,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,57,49,1/12/19 0:00
12,6,144.7142857,1/11/19,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,58,46,1/11/19 0:00
20,5,144.7142857,1/10/19,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,60,40,1/10/19 0:00
27,4,144.7142857,1/9/19,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,76,49,1/9/19 0:00
20,3,144.7142857,1/8/19,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,75,55,1/8/19 0:00
28,2,144.7142857,1/7/19,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,70,42,1/7/19 0:00
34,1,144.7142857,1/6/19,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,73,39,1/6/19 0:00
26,7,144.7142857,1/13/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,111,USC00410433,54,28,1/13/18 0:00
38,6,144.7142857,1/12/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,75,USC00410433,69,31,1/12/18 0:00
20,5,144.7142857,1/11/18,"AUSTIN GREAT HILLS, TX US",1,0.01,Shoal Creek Trail & 24th St- Urban Trail,123,USC00410433,66,46,1/11/18 0:00
33,4,144.7142857,1/10/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,252,USC00410433,68,35,1/10/18 0:00
30,3,144.7142857,1/9/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,153,USC00410433,65,35,1/9/18 0:00
21,2,144.7142857,1/8/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,191,USC00410433,66,45,1/8/18 0:00
20,1,144.7142857,1/7/18,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,108,USC00410433,63,43,1/7/18 0:00
28,7,144.7142857,1/14/17,"AUSTIN GREAT HILLS, TX US",1,0.61,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,74,46,1/14/17 0:00
12,6,144.7142857,1/13/17,"AUSTIN GREAT HILLS, TX US",1,0.06,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,77,65,1/13/17 0:00
16,5,144.7142857,1/12/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,77,61,1/12/17 0:00
19,4,144.7142857,1/11/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,76,57,1/11/17 0:00
26,3,144.7142857,1/10/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,68,42,1/10/17 0:00
32,2,144.7142857,1/9/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,50,18,1/9/17 0:00
25,1,144.7142857,1/8/17,"AUSTIN GREAT HILLS, TX US",1,0,Shoal Creek Trail & 24th St- Urban Trail,,USC00410433,41,16,1/8/17 0:00
28,7,2712.727273,7/27/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,1438,USC00410433,92,64,7/27/19 0:00
29,6,2712.727273,7/26/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,1155,USC00410433,90,61,7/26/19 0:00
29,5,2712.727273,7/25/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,1348,USC00410433,90,61,7/25/19 0:00
19,4,2712.727273,7/24/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,850,USC00410433,91,72,7/24/19 0:00
24,3,2712.727273,7/23/19,"AUSTIN GREAT HILLS, TX US",1,0.02,Butler Trail : Crenshaw Bridge - Urban Trail,607,USC00410433,99,75,7/23/19 0:00
24,2,2712.727273,7/22/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,667,USC00410433,98,74,7/22/19 0:00
23,1,2712.727273,7/21/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,1223,USC00410433,97,74,7/21/19 0:00
30,7,2712.727273,7/28/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4789,USC00410433,101,71,7/28/18 0:00
30,6,2712.727273,7/27/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,,USC00410433,100,70,7/27/18 0:00
28,5,2712.727273,7/26/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,,USC00410433,99,71,7/26/18 0:00
24,4,2712.727273,7/25/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,,USC00410433,99,75,7/25/18 0:00
34,3,2712.727273,7/24/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,,USC00410433,108,74,7/24/18 0:00
30,2,2712.727273,7/23/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,,USC00410433,104,74,7/23/18 0:00
29,1,2712.727273,7/22/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,,USC00410433,102,73,7/22/18 0:00
29,7,2712.727273,7/29/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4762,USC00410433,102,73,7/29/17 0:00
28,6,2712.727273,7/28/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,2808,USC00410433,100,72,7/28/17 0:00
27,5,2712.727273,7/27/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,3116,USC00410433,99,72,7/27/17 0:00
22,4,2712.727273,7/26/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,3105,USC00410433,97,75,7/26/17 0:00
26,3,2712.727273,7/25/17,"AUSTIN GREAT HILLS, TX US",1,0.07,Butler Trail : Crenshaw Bridge - Urban Trail,3398,USC00410433,98,72,7/25/17 0:00
27,2,2712.727273,7/24/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,3240,USC00410433,100,73,7/24/17 0:00
24,1,2712.727273,7/23/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4456,USC00410433,99,75,7/23/17 0:00
28,7,2712.727273,7/23/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4541,USC00410433,100,72,7/23/16 0:00
26,6,2712.727273,7/22/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,2497,USC00410433,98,72,7/22/16 0:00
26,5,2712.727273,7/21/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,2929,USC00410433,98,72,7/21/16 0:00
23,4,2712.727273,7/20/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,2643,USC00410433,96,73,7/20/16 0:00
23,3,2712.727273,7/19/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,2972,USC00410433,97,74,7/19/16 0:00
24,2,2712.727273,7/18/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,2714,USC00410433,97,73,7/18/16 0:00
24,1,2712.727273,7/17/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4422,USC00410433,97,73,7/17/16 0:00
25,7,3141.821429,9/14/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,1391,USC00410433,96,71,9/14/19 0:00
26,6,3141.821429,9/13/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,930,USC00410433,96,70,9/13/19 0:00
27,5,3141.821429,9/12/19,"AUSTIN GREAT HILLS, TX US",1,0.12,Butler Trail : Crenshaw Bridge - Urban Trail,763,USC00410433,97,70,9/12/19 0:00
28,4,3141.821429,9/11/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,792,USC00410433,99,71,9/11/19 0:00
23,3,3141.821429,9/10/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,842,USC00410433,98,75,9/10/19 0:00
24,2,3141.821429,9/9/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,850,USC00410433,98,74,9/9/19 0:00
27,1,3141.821429,9/8/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,1042,USC00410433,100,73,9/8/19 0:00
9,7,3141.821429,9/15/18,"AUSTIN GREAT HILLS, TX US",1,0.35,Butler Trail : Crenshaw Bridge - Urban Trail,4113,USC00410433,81,72,9/15/18 0:00
17,6,3141.821429,9/14/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,2789,USC00410433,88,71,9/14/18 0:00
14,5,3141.821429,9/13/18,"AUSTIN GREAT HILLS, TX US",1,0.41,Butler Trail : Crenshaw Bridge - Urban Trail,3379,USC00410433,84,70,9/13/18 0:00
9,4,3141.821429,9/12/18,"AUSTIN GREAT HILLS, TX US",1,0.44,Butler Trail : Crenshaw Bridge - Urban Trail,3324,USC00410433,79,70,9/12/18 0:00
4,3,3141.821429,9/11/18,"AUSTIN GREAT HILLS, TX US",1,0.1,Butler Trail : Crenshaw Bridge - Urban Trail,3295,USC00410433,73,69,9/11/18 0:00
7,2,3141.821429,9/10/18,"AUSTIN GREAT HILLS, TX US",1,1.06,Butler Trail : Crenshaw Bridge - Urban Trail,4146,USC00410433,76,69,9/10/18 0:00
